MonthlySpend,PurchaseFrequency
497.5983075583741,9
453.50255904863724,1
150.50620558369627,4
135.87254225225786,2
82.95343641983138,8
383.76720777229036,3
302.047862125621,10
352.62374695203204,1
303.012660406534,9
238.4647880964448,6
467.7549431024116,4
390.8405979699155,8
184.8573645673971,3
195.15087564524188,4
378.6657490986078,1
417.7138591104929,6
433.32930165448647,6
232.35579073099564,7
459.10272185130236,1
405.0763309776807,10
135.87672101321328,9
306.01015738724004,5
149.32329281965337,5
489.2246655103892,6
364.4894774418153,10
340.47617885697144,10
97.7424717419749,6
426.0373179364744,8
450.58850423094964,10
226.71945983705774,8
126.02575060270854,9
294.58717389094033,10
389.0307300722439,3
87.31825464203153,9
223.34729491500232,3
300.6908767633471,1
120.89408182490877,6
95.06157460118897,8
388.4544004534838,9
266.92750906016175,10
58.312516471833746,3
139.6852374648422,7
258.62492566112013,7
209.65758443266773,10
310.6306880130827,2
303.5272473288386,1
487.5090784535775,4
267.4316661403466,2
421.0936999082104,7
406.022584709405,1
432.9997703743138,7
479.1822227300949,7
51.07069408522686,1
326.4064166575696,8
55.075322710289214,8
297.02855309539467,6
343.28739741974016,4
457.05709018498646,4
347.1657426457403,9
65.515770414337,2
491.6033543409382,10
176.48476072790697,8
144.01264727805375,4
91.66121510950845,6
370.04691106053764,3
281.3565043402205,7
250.98059101429277,6
271.88206002258954,10
396.2607651838447,2
390.5024960259607,9
332.8575584798866,10
249.75852748922625,8
115.32977857772777,6
454.6022332107714,9
211.55813686354048,1
460.3806106681575,1
110.32192572713558,8
84.0308700750195,2
218.46810133345454,2
128.14516914392647,10
355.41322218198593,7
396.18463263614836,4
313.03325169610844,4
92.64600522812414,4
453.29653107507073,1
131.73228054544393,5
426.54119579129997,8
428.17770179252733,10
119.28912599998753,10
166.46672198166002,8
365.1074694190878,3
105.97724626266651,7
433.30413138111186,5
358.93709375667925,5
324.73603919598503,4
413.50041041187444,2
460.98623733912495,2
158.2988004792562,8
396.5457786062411,5
458.89838019964924,8
86.4390026297865,4
247.20732510723417,2
97.01693357988097,1
224.25379295610196,6
166.34890667584352,9
214.6034053276637,3
77.13063792995993,9
443.6045471395085,6
219.90663671872588,10
52.404265698398845,8
434.5762411853236,7
179.03194598358616,8
156.85947236054852,2
218.3408758061668,8
106.81735280330399,5
432.10475033684077,7
74.88799039325357,5
411.12190666292224,9
387.4502851648418,6
180.93709884534573,3
379.61937710021914,10
449.45114008032624,5
472.33410922262607,6
301.03079072114593,1
185.29205799893649,10
380.22988820660686,7
252.77463418359235,3
138.31873698283852,6
482.9561103338724,9
153.69288668054372,3
146.31071880357482,9
240.26582937271246,2
370.19483476172945,8
371.49391989230315,8
284.90919228900924,6
344.1269747451123,9
449.4827988486883,4
394.04779280684863,5
186.0540766939026,1
380.87456053734945,2
344.47144496021536,1
166.8472972385074,9
167.25950686146177,8
376.5999966445364,4
102.71077143046485,3
293.92675585090825,3
66.88655619829319,4
457.0489008421979,8
206.36569603814442,4
493.26454844276486,6
134.2239423442865,2
208.25974222098964,1
171.35368064052744,7
462.5225275160552,3
387.9292746892639,6
399.9247626065876,9
454.6984984568479,1
359.1861130019033,10
421.2148570084588,2
368.1919307232651,5
196.23546438750537,5
154.03059333253017,7
481.2322921123807,9
253.47954351090564,9
475.04665636188776,5
196.13832414867076,1
63.17485191274872,8
201.18897827945486,4
464.46303042940343,9
363.8208160844705,9
308.4177351377138,2
427.400759056543,2
357.6849185199245,4
366.99963876295305,6
289.04505050569895,7
52.157356770262176,3
189.95090415669125,5
198.75658809083873,6
247.33776594498178,7
315.2699212293638,3
125.77875613934597,1
195.65349782555225,1
173.670303707854,9
79.78730465831578,7
92.55482242452135,10
409.6720903080014,8
243.09199314006966,8
151.27054314107679,5
216.99384092221163,3
458.5160766275352,3
429.97738071703657,3
289.9333422329854,4
50.87793240967742,2
326.7596278699057,1
439.8849874607327,1
154.20211522412217,7
340.2074294817676,6
450.23137668103647,2
114.63725629212561,2
310.62735366552033,6
310.4885411326845,5
393.8903213955657,4
299.9196173192829,9
66.5609584468614,8
466.73462227596434,7
178.35993084938335,6
51.13637055893599,1
324.24853289645677,2
86.26589710219639,3
299.27567387201384,10
252.26110571489966,10
497.1692394886239,1
326.1359737843185,8
377.34550790923095,6
491.54828093779133,3
253.1945380447989,2
172.5217024156525,5
